Year,Sex,Type,Cancer_Type,Age_0_to_4,Age_5_to_9,Age_10_to_14,Age_15_to_19,Age_20_to_24,Age_25_to_29,Age_30_to_34,Age_35_to_39,Age_40_to_44,Age_45_to_49,Age_50_to_54,Age_55_to_59,Age_60_to_64,Age_65_to_69,Age_70_to_74,Age_75_to_79,Age_80_to_84,Age_85+,Age_Unknown,Age_Std_Rate_Aust,Age_Std_Rate_Segi,Age_Std_Rate_WHO
1979,Female,Mortality,"Non-melanoma skin cancer, all types",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.258736,0.000000,0.787373,1.099215,0.657804,0.726678,2.406820,6.000320,10.771451,30.811667,0.000000,1.026760,0.463029,0.591679
1980,Female,Mortality,"Non-melanoma skin cancer, all types",0.000000,0.000000,0.000000,0.000000,0.000000,0.166846,0.000000,0.000000,0.253052,0.276686,0.529059,1.078219,0.648460,2.121386,2.325960,6.593392,9.216024,12.604336,0.000000,0.826026,0.425849,0.525743
1981,Female,Mortality,"Non-melanoma skin cancer, all types",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.279069,0.000000,0.809813,0.311239,1.398254,3.548758,1.942754,4.898743,30.746608,0.000000,0.795982,0.372163,0.452772
1982,Female,Mortality,"Non-melanoma skin cancer, all types",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.267499,0.537438,0.602960,1.033353,4.263992,4.967802,8.573552,28.302736,0.000000,0.913280,0.409331,0.517752
1983,Female,Mortality,"Non-melanoma skin cancer, all types",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.178862,0.230727,0.267405,0.544572,0.801753,0.873220,1.373306,3.300575,2.367620,10.156784,29.901326,0.000000,0.966534,0.466025,0.572566
1984,Female,Mortality,"Non-melanoma skin cancer, all types",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.172422,0.000000,0.000000,0.552434,1.068308,0.560996,1.038695,4.358144,3.972307,14.168947,34.844880,0.000000,1.132598,0.506255,0.647176
1985,Female,Mortality,"Non-melanoma skin cancer, all types",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.331666,0.000000,0.000000,0.837891,0.534849,0.549663,0.683922,1.929027,1.630612,6.065437,25.897693,0.000000,0.720755,0.340395,0.419378
1986,Female,Mortality,"Non-melanoma skin cancer, all types",0.000000,0.000000,0.000000,0.000000,0.000000,0.149990,0.157850,0.000000,0.000000,0.000000,0.000000,0.539517,1.359309,1.973042,3.031991,2.086594,8.425736,23.258518,0.000000,0.794301,0.396542,0.479205
1987,Female,Mortality,"Non-melanoma skin cancer, all types",0.000000,0.000000,0.000000,0.000000,0.000000,0.146539,0.000000,0.000000,0.000000,0.000000,0.271693,0.272324,0.000000,1.581578,2.619731,3.519852,5.655149,25.721752,0.000000,0.726463,0.328126,0.410200
1988,Female,Mortality,"Non-melanoma skin cancer, all types",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.350868,0.229752,0.264983,0.550162,0.810668,0.910968,3.738052,2.428812,6.973609,16.029976,0.000000,0.680981,0.343916,0.417235
1989,Female,Mortality,"Non-melanoma skin cancer, all types",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.658010,0.256952,0.277014,0.809496,1.458262,3.385864,3.724724,7.473339,24.222928,0.000000,0.832197,0.402982,0.491332
1990,Female,Mortality,"Non-melanoma skin cancer, all types",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.208925,0.249451,0.278445,0.000000,1.721358,1.477989,6.343711,4.306478,21.778447,0.000000,0.695401,0.311208,0.394999
1991,Female,Mortality,"Non-melanoma skin cancer, all types",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.301133,0.000000,0.198947,0.242030,0.278825,0.540411,1.708195,2.479974,5.321461,10.315304,17.268489,0.000000,0.785933,0.366855,0.468111
1992,Female,Mortality,"Non-melanoma skin cancer, all types",0.000000,0.000000,0.000000,0.000000,0.141863,0.000000,0.000000,0.000000,0.000000,0.185851,0.235950,0.546403,0.822084,2.835922,5.473941,2.621312,9.911785,27.722910,0.000000,0.998650,0.497980,0.600433
1993,Female,Mortality,"Non-melanoma skin cancer, all types",0.000000,0.000000,0.000000,0.000000,0.140860,0.000000,0.137067,0.145565,0.464301,0.000000,0.000000,0.799991,2.786237,0.281948,4.290755,5.225593,8.225922,37.851048,0.000000,1.173725,0.576448,0.698771
1994,Female,Mortality,"Non-melanoma skin cancer, all types",0.000000,0.000000,0.000000,0.000000,0.141460,0.000000,0.000000,0.000000,0.000000,0.168239,0.442756,1.040242,1.404984,2.546379,5.056826,3.521282,9.595835,27.539756,0.000000,1.053898,0.539777,0.646443
1995,Female,Mortality,"Non-melanoma skin cancer, all types",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.488187,0.000000,0.507655,1.406972,3.684651,3.108312,8.601152,11.642596,29.894473,0.000000,1.188354,0.572279,0.707492
1996,Female,Mortality,"Non-melanoma skin cancer, all types",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.313895,0.808128,1.479509,1.408828,2.549582,3.073037,6.182941,14.225884,27.678812,0.000000,1.188774,0.584075,0.723059
1997,Female,Mortality,"Non-melanoma skin cancer, all types",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.140335,0.000000,0.290425,0.000000,0.561284,0.716042,0.552900,1.712251,1.529468,7.055393,13.413291,30.947880,0.000000,1.081075,0.478984,0.621679
1998,Female,Mortality,"Non-melanoma skin cancer, all types",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.141680,0.000000,0.143084,0.153758,0.702324,0.232002,0.000000,0.864339,4.859928,3.740961,18.779032,28.860399,0.000000,1.095338,0.469443,0.620144
1999,Female,Mortality,"Non-melanoma skin cancer, all types",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.132630,0.000000,0.302243,0.504669,0.444479,0.785490,2.325284,1.508983,5.014345,11.538588,32.694578,0.000000,1.029901,0.471772,0.593477
2000,Female,Mortality,"Non-melanoma skin cancer, all types",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.413942,0.298415,0.161487,0.850217,1.014410,1.749848,2.413076,7.344532,11.652357,26.998461,0.000000,1.054711,0.492857,0.623097
2001,Female,Mortality,"Non-melanoma skin cancer, all types",0.000000,0.000000,0.000000,0.000000,0.157335,0.000000,0.000000,0.134020,0.000000,0.147202,0.310629,0.203021,0.986960,4.062953,3.307654,6.206319,11.474985,25.813538,0.000000,1.069728,0.529138,0.648591
2002,Female,Mortality,"Non-melanoma skin cancer, all types",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.132370,0.290013,0.310698,1.315740,0.240254,2.272366,4.245963,7.532931,13.369942,27.670172,0.000000,1.156137,0.536738,0.683110
2003,Female,Mortality,"Non-melanoma skin cancer, all types",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.131367,0.000000,0.000000,0.142264,0.307632,0.529960,0.468152,0.831138,2.454176,8.141858,9.601668,34.838495,0.000000,1.054819,0.449361,0.585915
2004,Female,Mortality,"Non-melanoma skin cancer, all types",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.139405,0.152026,0.339485,0.449610,1.883999,2.786464,3.035403,10.989446,26.974069,0.000000,0.851062,0.379950,0.482037
2005,Female,Mortality,"Non-melanoma skin cancer, all types",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.129972,0.136686,0.150031,0.654831,1.288167,0.785497,3.415438,6.405567,11.130804,29.171529,0.000000,1.017186,0.458662,0.583585
2006,Female,Mortality,"Non-melanoma skin cancer, all types",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.270188,0.000000,0.000000,0.134023,0.147564,0.635831,1.229690,0.767095,2.470745,7.415247,11.812851,28.780184,0.000000,1.025428,0.455797,0.589912
2007,Female,Mortality,"Non-melanoma skin cancer, all types",0.000000,0.000000,0.000000,0.000000,0.000000,0.141145,0.000000,0.255355,0.132031,0.131207,0.289369,0.954616,1.139738,1.239096,3.012629,5.061224,9.972327,31.386348,0.000000,1.042748,0.495481,0.615933
2008,Female,Mortality,"Non-melanoma skin cancer, all types",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.264981,0.257792,0.000000,0.156912,0.537935,1.201193,2.057528,3.046789,11.856722,35.287015,0.000000,0.944255,0.402533,0.517571
2009,Female,Mortality,"Non-melanoma skin cancer, all types",0.000000,0.000000,0.000000,0.000000,0.000000,0.128867,0.000000,0.123761,0.262601,0.382656,0.277406,0.617354,0.692015,1.837036,3.422157,4.067438,7.672273,33.166545,0.000000,1.015125,0.491118,0.598633
2010,Female,Mortality,"Non-melanoma skin cancer, all types",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.124033,0.129158,0.000000,0.678583,0.454803,0.669629,1.312468,2.771127,5.742370,7.580201,30.194894,0.000000,0.949136,0.435194,0.545842
2011,Female,Mortality,"Non-melanoma skin cancer, all types",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.126310,0.124923,0.128586,0.265099,0.593539,0.813270,1.249982,3.239960,5.001167,10.652568,43.094161,0.000000,1.165436,0.513360,0.649383
1968,Persons,Mortality,"Non-melanoma skin cancer, all types",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.134435,0.383070,1.235771,2.188536,3.318064,2.385900,3.550884,6.829766,10.969778,15.239803,38.188477,0.000000,1.969844,1.062743,1.268422
1969,Persons,Mortality,"Non-melanoma skin cancer, all types",0.000000,0.081487,0.000000,0.000000,0.000000,0.000000,0.399202,0.000000,0.000000,0.663305,1.899636,1.529455,3.362298,5.880608,7.548689,11.029393,19.072388,36.930101,0.000000,2.010241,1.080249,1.288573
1970,Persons,Mortality,"Non-melanoma skin cancer, all types",0.000000,0.000000,0.000000,0.090715,0.000000,0.000000,0.000000,0.409136,0.000000,0.778086,0.943925,0.833588,2.256572,4.207238,6.354743,13.540622,19.557989,34.810677,0.000000,1.821582,0.910762,1.124234
1971,Persons,Mortality,"Non-melanoma skin cancer, all types",0.000000,0.000000,0.000000,0.000000,0.087673,0.000000,0.000000,0.264950,0.373401,0.626689,1.918791,0.973242,2.712059,3.257892,4.682493,8.352290,18.049209,49.305244,0.000000,1.864996,0.937950,1.138221
1972,Persons,Mortality,"Non-melanoma skin cancer, all types",0.000000,0.000000,0.000000,0.085926,0.000000,0.096699,0.234922,0.130763,0.000000,0.752700,1.281933,1.923906,2.072070,3.398372,5.220024,8.768298,12.022795,34.391838,0.000000,1.567071,0.832616,0.996105
1973,Persons,Mortality,"Non-melanoma skin cancer, all types",0.077104,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.385073,0.000000,0.623082,0.549272,2.404120,2.196298,2.816280,6.337577,9.217439,16.430639,30.106055,0.000000,1.577703,0.817320,0.995000
1974,Persons,Mortality,"Non-melanoma skin cancer, all types",0.000000,0.000000,0.000000,0.000000,0.000000,0.088898,0.219676,0.124732,0.521978,0.622082,1.322276,1.615065,3.715137,4.784416,6.721149,9.121810,17.682242,27.435918,0.000000,1.754494,0.970506,1.149570
1975,Persons,Mortality,"Non-melanoma skin cancer, all types",0.078089,0.000000,0.000000,0.000000,0.000000,0.000000,0.105939,0.241698,0.530959,0.746193,1.305103,0.952798,3.109249,4.874223,6.058587,6.827181,14.556264,31.302432,0.000000,1.621420,0.899559,1.052719
1976,Persons,Mortality,"Non-melanoma skin cancer, all types",0.000000,0.000000,0.000000,0.000000,0.085225,0.084510,0.000000,0.237188,0.533805,0.754238,1.287923,1.538064,1.707411,2.788880,4.432022,8.684438,20.247773,40.189600,0.000000,1.731507,0.860646,1.063691
1977,Persons,Mortality,"Non-melanoma skin cancer, all types",0.000000,0.000000,0.000000,0.077548,0.000000,0.085334,0.380847,0.232468,0.788084,0.384717,1.543246,3.573103,5.090112,6.228757,4.878007,10.616838,15.662058,47.789181,0.000000,2.232435,1.252511,1.465620
1978,Persons,Mortality,"Non-melanoma skin cancer, all types",0.000000,0.000000,0.000000,0.000000,0.000000,0.084619,0.090255,0.455384,0.645517,1.177300,1.153250,1.292524,2.883296,6.855115,7.750028,12.837024,16.127377,34.919249,0.000000,2.036614,1.117830,1.323448
1979,Persons,Mortality,"Non-melanoma skin cancer, all types",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.087381,0.109868,0.505704,0.665650,1.668532,2.355122,1.886712,4.864372,5.365498,8.409183,16.594038,42.236864,0.000000,1.845844,0.966704,1.162112
1980,Persons,Mortality,"Non-melanoma skin cancer, all types",0.000000,0.000000,0.000000,0.000000,0.000000,0.082651,0.000000,0.000000,0.617409,0.674283,0.774657,1.764281,2.708600,5.296881,5.713173,9.447443,14.299235,25.331591,0.000000,1.574540,0.867560,1.026656
1981,Persons,Mortality,"Non-melanoma skin cancer, all types",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.101105,0.359796,1.631179,1.032779,2.160431,2.772600,4.662300,7.223634,6.906846,15.571978,38.015772,0.000000,1.818577,0.995834,1.169847
1982,Persons,Mortality,"Non-melanoma skin cancer, all types",0.000000,0.000000,0.000000,0.000000,0.074996,0.079768,0.081395,0.186351,0.115500,0.400897,1.305301,1.340012,3.301098,5.342303,7.415416,9.196552,13.762817,30.134381,0.000000,1.688415,0.930368,1.094261
1983,Persons,Mortality,"Non-melanoma skin cancer, all types",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.080712,0.087634,0.449176,0.391097,1.195837,2.255659,2.714850,4.971295,7.854244,8.087173,16.860259,43.922660,0.000000,1.922877,1.010139,1.206906
1984,Persons,Mortality,"Non-melanoma skin cancer, all types",0.000000,0.000000,0.000000,0.000000,0.000000,0.077471,0.080208,0.253648,0.107734,0.758469,1.213008,1.849547,3.757329,3.530253,8.419000,8.087343,21.259725,43.201114,0.000000,1.997948,1.040592,1.251098
1985,Persons,Mortality,"Non-melanoma skin cancer, all types",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.488744,0.103251,0.244302,1.227759,1.185733,2.117014,4.209840,5.383997,6.122909,18.454002,34.648320,0.000000,1.572038,0.804392,0.977728
1986,Persons,Mortality,"Non-melanoma skin cancer, all types",0.000000,0.000000,0.000000,0.000000,0.074811,0.074158,0.078789,0.315783,0.098587,0.356179,1.221414,1.323564,2.918965,4.384803,6.551183,8.630202,17.294960,30.163346,0.000000,1.653887,0.879811,1.055859
1987,Persons,Mortality,"Non-melanoma skin cancer, all types",0.000000,0.000000,0.000000,0.000000,0.000000,0.217643,0.540448,0.317570,0.455291,0.575778,1.195689,1.738942,1.658118,4.369417,7.081799,10.399891,11.331561,33.721000,0.000000,1.714776,0.928404,1.110034
1988,Persons,Mortality,"Non-melanoma skin cancer, all types",0.000000,0.000000,0.000000,0.000000,0.000000,0.142389,0.150999,0.235211,0.943266,0.669472,0.518621,1.624190,2.188199,3.539197,7.288782,8.021980,14.296701,29.049078,0.000000,1.589008,0.858655,1.025927
1989,Persons,Mortality,"Non-melanoma skin cancer, all types",0.000000,0.000000,0.000000,0.000000,0.074856,0.280876,0.662421,1.081290,0.904887,0.639516,1.006154,1.775585,3.127869,4.616507,7.740391,9.874430,20.391227,34.919127,0.000000,2.069139,1.140790,1.368527
1990,Persons,Mortality,"Non-melanoma skin cancer, all types",0.000000,0.000000,0.000000,0.000000,0.000000,0.421761,0.717565,0.228524,1.032388,0.610924,0.852471,1.515014,2.302063,4.982253,6.140922,12.259213,12.267096,37.370477,0.000000,1.881288,1.027478,1.225900
1991,Persons,Mortality,"Non-melanoma skin cancer, all types",0.000000,0.000000,0.000000,0.000000,0.000000,0.714458,0.561114,0.752793,0.463581,0.874512,0.944584,1.928507,2.985609,2.829950,5.482080,10.663338,20.014968,29.173987,0.000000,1.842399,1.007189,1.218658
1992,Persons,Mortality,"Non-melanoma skin cancer, all types",0.000000,0.000000,0.000000,0.000000,0.209974,0.579058,0.551720,0.739650,0.695458,0.727659,1.380040,2.433018,3.024903,6.644018,10.539470,12.537164,20.864195,46.089179,0.000000,2.505472,1.383559,1.645051
1993,Persons,Mortality,"Non-melanoma skin cancer, all types",0.000000,0.000000,0.000000,0.000000,0.138938,0.440298,0.479631,0.947945,0.539103,0.857201,0.450371,2.639142,4.607323,4.971204,9.220339,12.478227,23.894767,45.401894,0.000000,2.452157,1.332957,1.597156
1994,Persons,Mortality,"Non-melanoma skin cancer, all types",0.000000,0.000000,0.000000,0.000000,0.069699,0.073659,0.477541,0.935368,0.457032,0.909536,0.972850,2.058511,4.224823,5.255705,10.008732,11.280258,23.015915,36.058026,0.000000,2.267137,1.244231,1.487298
1995,Persons,Mortality,"Non-melanoma skin cancer, all types",0.000000,0.000000,0.000000,0.079159,0.070281,0.072849,0.480475,0.422940,0.150491,0.801493,0.929351,1.751956,2.685524,6.552870,9.310593,14.946976,21.166647,41.492250,0.000000,2.282072,1.199428,1.453417
1996,Persons,Mortality,"Non-melanoma skin cancer, all types",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.137913,0.148183,0.543148,0.990146,1.821854,2.687427,6.242859,6.664878,14.003807,28.106677,41.313058,0.000000,2.190293,1.087353,1.349048
1997,Persons,Mortality,"Non-melanoma skin cancer, all types",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.070427,0.000000,0.437299,0.155386,1.101327,2.231889,1.940614,4.809549,7.737874,9.906452,25.079069,43.819764,0.000000,2.035093,1.004356,1.244304
1998,Persons,Mortality,"Non-melanoma skin cancer, all types",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.071188,0.000000,0.215806,0.307190,0.949558,1.595316,3.242052,4.407461,8.604818,11.993489,21.633575,44.241460,0.000000,2.058146,1.030254,1.260513
1999,Persons,Mortality,"Non-melanoma skin cancer, all types",0.000000,0.000000,0.000000,0.000000,0.077480,0.000000,0.000000,0.133252,0.141564,0.454430,1.244658,1.746233,1.961920,5.622533,6.889226,14.281954,25.174863,42.519513,0.000000,2.130471,1.048264,1.304286
2000,Persons,Mortality,"Non-melanoma skin cancer, all types",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.066838,0.347106,0.374969,0.720147,1.670943,2.271141,4.607651,7.151803,14.084004,22.148827,35.839154,0.000000,1.929247,0.953071,1.184991
2001,Persons,Mortality,"Non-melanoma skin cancer, all types",0.000000,0.000000,0.000000,0.000000,0.077512,0.000000,0.000000,0.134859,0.068020,0.518424,0.541802,1.097827,2.817012,6.343137,7.885652,14.345311,18.912876,40.236561,0.000000,2.007033,1.020370,1.240952
2002,Persons,Mortality,"Non-melanoma skin cancer, all types",0.000000,0.000000,0.000000,0.073969,0.000000,0.000000,0.000000,0.000000,0.266566,0.437731,0.620975,3.061497,2.859580,3.605121,8.238968,14.712767,21.439519,40.726173,0.000000,2.090085,1.047696,1.293005
2003,Persons,Mortality,"Non-melanoma skin cancer, all types",0.000000,0.000000,0.000000,0.000000,0.000000,0.074112,0.066271,0.137759,0.197242,0.429899,0.693707,1.660575,1.277470,5.339734,6.878030,11.646058,18.749828,45.444299,0.000000,1.918073,0.943190,1.163718
2004,Persons,Mortality,"Non-melanoma skin cancer, all types",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.068900,0.000000,0.140418,0.534345,1.348011,1.563687,3.685131,7.249529,10.194285,20.544860,40.520054,0.000000,1.730759,0.818556,1.027779
2005,Persons,Mortality,"Non-melanoma skin cancer, all types",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.136203,0.261841,0.551309,0.754457,1.467657,1.603788,4.106695,6.945499,12.687812,18.627771,45.997399,0.000000,1.921077,0.929657,1.154105
2006,Persons,Mortality,"Non-melanoma skin cancer, all types",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.135672,0.066277,0.197831,0.338356,0.370965,1.748819,3.064868,3.104301,5.287343,12.987464,17.437313,45.184692,0.000000,1.843859,0.897244,1.111199
2007,Persons,Mortality,"Non-melanoma skin cancer, all types",0.000000,0.000000,0.000000,0.000000,0.000000,0.069880,0.000000,0.128561,0.199437,0.463622,0.728301,1.195988,3.411776,4.621315,6.872348,13.145643,21.417498,43.009349,0.000000,2.009889,1.003490,1.230297
2008,Persons,Mortality,"Non-melanoma skin cancer, all types",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.068571,0.062911,0.333465,0.390162,0.715402,1.261238,1.252668,3.143285,5.776156,7.679200,19.256280,46.233790,0.000000,1.694191,0.801697,1.001283
2009,Persons,Mortality,"Non-melanoma skin cancer, all types",0.000000,0.000000,0.000000,0.000000,0.000000,0.063399,0.067733,0.124667,0.396809,0.385994,1.188743,1.398415,1.900615,4.273193,6.467754,9.861843,19.831502,47.524774,0.000000,1.922562,0.947933,1.165573
2010,Persons,Mortality,"Non-melanoma skin cancer, all types",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.062479,0.260230,0.450218,1.163919,1.452152,2.344305,2.972275,4.681555,12.186072,16.934258,42.939104,0.000000,1.767870,0.860457,1.065561
2011,Persons,Mortality,"Non-melanoma skin cancer, all types",0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.127072,0.315011,0.454004,0.803179,1.197611,2.936378,3.772557,8.108060,11.641631,18.241929,55.499533,0.000000,2.085033,1.019745,1.247205
1968,Male,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1969,Male,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1970,Male,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1971,Male,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1972,Male,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1973,Male,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1974,Male,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1975,Male,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1976,Male,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1977,Male,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1978,Male,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1979,Male,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1980,Male,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1981,Male,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1982,Male,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1983,Male,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1984,Male,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1985,Male,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1986,Male,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1987,Male,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1988,Male,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1989,Male,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1990,Male,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1991,Male,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1992,Male,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1993,Male,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1994,Male,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1995,Male,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1996,Male,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1997,Male,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1998,Male,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1999,Male,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
2000,Male,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
2001,Male,Incidence,"Non-melanoma skin cancer, rare types",0.000000,0.145117,0.000000,0.584664,0.152778,1.008213,0.692088,0.814247,1.644011,2.831987,3.240091,3.337128,5.350416,11.400422,15.920345,30.555174,32.971433,62.678973,0.000000,4.348244,2.472680,2.917561
2002,Male,Incidence,"Non-melanoma skin cancer, rare types",0.000000,0.145605,0.287434,0.579722,0.299047,0.879651,1.218004,1.647569,1.476300,2.349214,3.102776,4.946106,6.382104,8.201475,18.578604,26.804552,47.151740,55.539800,0.000000,4.561930,2.595752,3.098398
2003,Male,Incidence,"Non-melanoma skin cancer, rare types",0.000000,0.146498,0.142195,0.576661,0.000000,1.035062,0.133739,1.525919,1.721275,2.598306,3.862489,4.151517,6.684107,9.980182,15.039906,21.885890,38.205588,41.309512,0.000000,3.978157,2.364094,2.758046
2004,Male,Incidence,"Non-melanoma skin cancer, rare types",0.000000,0.000000,0.000000,0.143295,0.426445,0.740643,1.201952,1.249079,1.448373,1.980240,1.993156,5.687454,6.437435,10.799615,16.793175,23.043655,39.430622,70.161371,0.000000,4.407059,2.481944,2.948052
2005,Male,Incidence,"Non-melanoma skin cancer, rare types",0.152429,0.000000,0.140651,0.000000,0.000000,0.734552,0.402667,0.822042,0.923181,2.362798,2.276425,4.061079,5.537712,9.384862,13.129589,35.596977,39.797349,64.241382,0.000000,4.268787,2.278429,2.764924
2006,Male,Incidence,"Non-melanoma skin cancer, rare types",0.150499,0.000000,0.422306,0.279871,0.407377,0.287269,0.545020,0.800051,1.195275,1.093506,2.536700,2.862168,7.333365,10.732001,18.978301,22.400448,47.442947,61.975868,0.000000,4.260525,2.362140,2.811281
2007,Male,Incidence,"Non-melanoma skin cancer, rare types",0.145719,0.000000,0.140863,0.000000,0.527965,0.692017,1.101531,0.906193,1.071189,3.076108,3.812887,6.073509,7.565269,8.058058,15.893043,25.861486,42.887441,64.909892,0.000000,4.559983,2.590463,3.071969
2008,Male,Incidence,"Non-melanoma skin cancer, rare types",0.140795,0.000000,0.281569,0.134453,0.127724,0.394920,1.510977,0.887486,0.805761,2.493425,1.730715,5.544168,5.000652,8.761107,20.147137,20.275186,31.240237,66.472363,0.000000,4.061813,2.303427,2.718270
2009,Male,Incidence,"Non-melanoma skin cancer, rare types",0.000000,0.289861,0.140527,0.000000,0.245814,0.374385,0.948113,0.627927,0.799520,1.946952,2.115307,2.502949,6.729963,10.455901,21.235158,30.659737,47.324740,66.125299,0.000000,4.541586,2.437910,2.943513
2010,Male,Incidence,"Non-melanoma skin cancer, rare types",0.031856,0.031676,0.061864,0.508937,0.180184,0.543693,0.711702,1.709912,0.976840,2.103256,2.229784,3.263382,7.010444,11.039260,16.637469,29.690185,45.804777,58.750606,0.000000,4.429166,2.452423,2.940581
