,Data type,Cancer group/site,Year,Sex,State or Territory,Count,"Age-standardised rate
2001 Australian Standard Population 
(per 100,000)","Age-standardised rate
2023 Australian population 
(per 100,000)",Unnamed: 8,ICD-10 codes
898,Incidence,Melanoma of the skin,2015.0,Males,Northern Territory,48,55.7,69.9, ,C43
899,Incidence,Melanoma of the skin,2015.0,Males,Australia,8014,63.1,78.2, ,C43
900,Incidence,Melanoma of the skin,2015.0,Females,New South Wales,1778,39.9,47.2, ,C43
901,Incidence,Melanoma of the skin,2015.0,Females,Victoria,1161,33.7,39.4, ,C43
902,Incidence,Melanoma of the skin,2015.0,Females,Queensland,1561,59.5,68.6, ,C43
903,Incidence,Melanoma of the skin,2015.0,Females,Western Australia,670,49.3,58, ,C43
904,Incidence,Melanoma of the skin,2015.0,Females,South Australia,295,27.4,32.3, ,C43
905,Incidence,Melanoma of the skin,2015.0,Females,Tasmania,136,42.5,48.5, ,C43
906,Incidence,Melanoma of the skin,2015.0,Females,Australian Capital Territory,70,35.8,42.4, ,C43
907,Incidence,Melanoma of the skin,2015.0,Females,Northern Territory,27,31.2,37.6, ,C43
908,Incidence,Melanoma of the skin,2015.0,Females,Australia,5711,42.2,49.3, ,C43
909,Incidence,Melanoma of the skin,2015.0,Persons,New South Wales,4359,49.9,61, ,C43
910,Incidence,Melanoma of the skin,2015.0,Persons,Victoria,2693,40.3,48.8, ,C43
911,Incidence,Melanoma of the skin,2015.0,Persons,Queensland,3756,73,86.8, ,C43
912,Incidence,Melanoma of the skin,2015.0,Persons,Western Australia,1570,59.5,72.1, ,C43
913,Incidence,Melanoma of the skin,2015.0,Persons,South Australia,769,36.7,44.5, ,C43
914,Incidence,Melanoma of the skin,2015.0,Persons,Tasmania,302,46.6,55.5, ,C43
915,Incidence,Melanoma of the skin,2015.0,Persons,Australian Capital Territory,153,41.7,51, ,C43
916,Incidence,Melanoma of the skin,2015.0,Persons,Northern Territory,75,44.2,54.8, ,C43
917,Incidence,Melanoma of the skin,2015.0,Persons,Australia,13725,51.9,62.6, ,C43
918,Incidence,Melanoma of the skin,2016.0,Males,New South Wales,2857,67.1,83.4, ,C43
919,Incidence,Melanoma of the skin,2016.0,Males,Victoria,1569,48.1,59.3, ,C43
920,Incidence,Melanoma of the skin,2016.0,Males,Queensland,2331,91.3,111.6, ,C43
921,Incidence,Melanoma of the skin,2016.0,Males,Western Australia,919,70.3,86.8, ,C43
922,Incidence,Melanoma of the skin,2016.0,Males,South Australia,463,45.6,55.9, ,C43
923,Incidence,Melanoma of the skin,2016.0,Males,Tasmania,186,59.1,71.1, ,C43
924,Incidence,Melanoma of the skin,2016.0,Males,Australian Capital Territory,92,52.7,66.5, ,C43
925,Incidence,Melanoma of the skin,2016.0,Males,Northern Territory,54,58.5,73.4, ,C43
926,Incidence,Melanoma of the skin,2016.0,Males,Australia,8497,65.4,80.6, ,C43
927,Incidence,Melanoma of the skin,2016.0,Females,New South Wales,1926,42.4,49.9, ,C43
928,Incidence,Melanoma of the skin,2016.0,Females,Victoria,1253,35.4,41.4, ,C43
929,Incidence,Melanoma of the skin,2016.0,Females,Queensland,1633,60.5,70.2, ,C43
930,Incidence,Melanoma of the skin,2016.0,Females,Western Australia,626,45.6,53.9, ,C43
931,Incidence,Melanoma of the skin,2016.0,Females,South Australia,343,31.6,37.2, ,C43
932,Incidence,Melanoma of the skin,2016.0,Females,Tasmania,148,45.5,52.3, ,C43
933,Incidence,Melanoma of the skin,2016.0,Females,Australian Capital Territory,75,37.7,44.8, ,C43
934,Incidence,Melanoma of the skin,2016.0,Females,Northern Territory,28,31.9,38.5, ,C43
935,Incidence,Melanoma of the skin,2016.0,Females,Australia,6040,43.6,51, ,C43
936,Incidence,Melanoma of the skin,2016.0,Persons,New South Wales,4783,53.8,65.3, ,C43
937,Incidence,Melanoma of the skin,2016.0,Persons,Victoria,2822,41.2,49.5, ,C43
938,Incidence,Melanoma of the skin,2016.0,Persons,Queensland,3964,75.1,89.7, ,C43
939,Incidence,Melanoma of the skin,2016.0,Persons,Western Australia,1545,57.3,69.4, ,C43
940,Incidence,Melanoma of the skin,2016.0,Persons,South Australia,806,38.1,45.9, ,C43
941,Incidence,Melanoma of the skin,2016.0,Persons,Tasmania,334,51.9,61.1, ,C43
942,Incidence,Melanoma of the skin,2016.0,Persons,Australian Capital Territory,167,44.3,54.3, ,C43
943,Incidence,Melanoma of the skin,2016.0,Persons,Northern Territory,82,46.1,57.3, ,C43
944,Incidence,Melanoma of the skin,2016.0,Persons,Australia,14537,53.7,64.7, ,C43
945,Incidence,Melanoma of the skin,2017.0,Males,New South Wales,2967,68.1,84.9, ,C43
946,Incidence,Melanoma of the skin,2017.0,Males,Victoria,1673,50,62, ,C43
947,Incidence,Melanoma of the skin,2017.0,Males,Queensland,2475,94,114.2, ,C43
948,Incidence,Melanoma of the skin,2017.0,Males,Western Australia,870,65.1,81.2, ,C43
949,Incidence,Melanoma of the skin,2017.0,Males,South Australia,469,45.5,55.8, ,C43
950,Incidence,Melanoma of the skin,2017.0,Males,Tasmania,180,54,66.8, ,C43
951,Incidence,Melanoma of the skin,2017.0,Males,Australian Capital Territory,107,59.4,74.2, ,C43
952,Incidence,Melanoma of the skin,2017.0,Males,Northern Territory,52,56.8,71.6, ,C43
953,Incidence,Melanoma of the skin,2017.0,Males,Australia,8825,66.2,81.7, ,C43
954,Incidence,Melanoma of the skin,2017.0,Females,New South Wales,1953,42.2,49.7, ,C43
955,Incidence,Melanoma of the skin,2017.0,Females,Victoria,1309,35.9,42.4, ,C43
956,Incidence,Melanoma of the skin,2017.0,Females,Queensland,1675,61.1,70.6, ,C43
957,Incidence,Melanoma of the skin,2017.0,Females,Western Australia,592,41.5,49.2, ,C43
958,Incidence,Melanoma of the skin,2017.0,Females,South Australia,334,30.1,35.8, ,C43
959,Incidence,Melanoma of the skin,2017.0,Females,Tasmania,159,46.6,53.8, ,C43
960,Incidence,Melanoma of the skin,2017.0,Females,Australian Capital Territory,77,37.8,44.9, ,C43
961,Incidence,Melanoma of the skin,2017.0,Females,Northern Territory,29,32.3,39.1, ,C43
962,Incidence,Melanoma of the skin,2017.0,Females,Australia,6137,43.3,50.8, ,C43
963,Incidence,Melanoma of the skin,2017.0,Persons,New South Wales,4920,54.3,66, ,C43
964,Incidence,Melanoma of the skin,2017.0,Persons,Victoria,2982,42.3,51.3, ,C43
965,Incidence,Melanoma of the skin,2017.0,Persons,Queensland,4150,76.6,91, ,C43
966,Incidence,Melanoma of the skin,2017.0,Persons,Western Australia,1462,52.6,64.1, ,C43
967,Incidence,Melanoma of the skin,2017.0,Persons,South Australia,803,37.3,45, ,C43
968,Incidence,Melanoma of the skin,2017.0,Persons,Tasmania,339,49.8,59.5, ,C43
969,Incidence,Melanoma of the skin,2017.0,Persons,Australian Capital Territory,184,47.5,58.1, ,C43
970,Incidence,Melanoma of the skin,2017.0,Persons,Northern Territory,81,45.2,56.3, ,C43
971,Incidence,Melanoma of the skin,2017.0,Persons,Australia,14962,54,65.1, ,C43
972,Incidence,Melanoma of the skin,2018.0,Males,New South Wales,2984,67.5,83.4, ,C43
973,Incidence,Melanoma of the skin,2018.0,Males,Victoria,1763,51.4,63.7, ,C43
974,Incidence,Melanoma of the skin,2018.0,Males,Queensland,2343,86.5,106.1, ,C43
975,Incidence,Melanoma of the skin,2018.0,Males,Western Australia,863,62.7,77.6, ,C43
976,Incidence,Melanoma of the skin,2018.0,Males,South Australia,479,44.6,56, ,C43
977,Incidence,Melanoma of the skin,2018.0,Males,Tasmania,205,59.9,72.2, ,C43
978,Incidence,Melanoma of the skin,2018.0,Males,Australian Capital Territory,114,61.6,77.2, ,C43
979,Incidence,Melanoma of the skin,2018.0,Males,Northern Territory,52,56.6,71.2, ,C43
980,Incidence,Melanoma of the skin,2018.0,Males,Australia,8814,64.6,79.8, ,C43
981,Incidence,Melanoma of the skin,2018.0,Females,New South Wales,2022,43.4,50.7, ,C43
982,Incidence,Melanoma of the skin,2018.0,Females,Victoria,1311,35.1,41.7, ,C43
983,Incidence,Melanoma of the skin,2018.0,Females,Queensland,1735,61.3,71, ,C43
984,Incidence,Melanoma of the skin,2018.0,Females,Western Australia,626,43,51.1, ,C43
985,Incidence,Melanoma of the skin,2018.0,Females,South Australia,310,27.6,32.4, ,C43
986,Incidence,Melanoma of the skin,2018.0,Females,Tasmania,196,57.5,66.3, ,C43
987,Incidence,Melanoma of the skin,2018.0,Females,Australian Capital Territory,81,38.4,45.5, ,C43
988,Incidence,Melanoma of the skin,2018.0,Females,Northern Territory,30,31.9,37.7, ,C43
989,Incidence,Melanoma of the skin,2018.0,Females,Australia,6320,43.7,51.2, ,C43
990,Incidence,Melanoma of the skin,2018.0,Persons,New South Wales,5006,54.6,65.8, ,C43
991,Incidence,Melanoma of the skin,2018.0,Persons,Victoria,3075,42.6,51.7, ,C43
992,Incidence,Melanoma of the skin,2018.0,Persons,Queensland,4078,73.2,87.4, ,C43
993,Incidence,Melanoma of the skin,2018.0,Persons,Western Australia,1489,52.3,63.6, ,C43
994,Incidence,Melanoma of the skin,2018.0,Persons,South Australia,789,35.4,43.2, ,C43
995,Incidence,Melanoma of the skin,2018.0,Persons,Tasmania,401,58.5,68.9, ,C43
996,Incidence,Melanoma of the skin,2018.0,Persons,Australian Capital Territory,195,48.9,59.7, ,C43
997,Incidence,Melanoma of the skin,2018.0,Persons,Northern Territory,83,44.5,54.7, ,C43
998,Incidence,Melanoma of the skin,2018.0,Persons,Australia,15135,53.4,64.4, ,C43
999,Incidence,Melanoma of the skin,2019.0,Males,New South Wales,3003,66.4,82.3, ,C43
1000,Incidence,Melanoma of the skin,2019.0,Males,Victoria,1631,46.3,57.9, ,C43
1001,Incidence,Melanoma of the skin,2019.0,Males,Queensland,2602,93.1,114, ,C43
1002,Incidence,Melanoma of the skin,2019.0,Males,Western Australia,949,66.2,82.5, ,C43
1003,Incidence,Melanoma of the skin,2019.0,Males,South Australia,546,50,62.2, ,C43
1004,Incidence,Melanoma of the skin,2019.0,Males,Tasmania,224,65.8,78.5, ,C43
1005,Incidence,Melanoma of the skin,2019.0,Males,Australian Capital Territory,120,62.8,78.3, ,C43
1006,Incidence,Melanoma of the skin,2019.0,Males,Northern Territory,55,59.6,75, ,C43
1007,Incidence,Melanoma of the skin,2019.0,Males,Australia,9134,65.2,80.6, ,C43
1008,Incidence,Melanoma of the skin,2019.0,Females,New South Wales,2075,43.3,51.2, ,C43
1009,Incidence,Melanoma of the skin,2019.0,Females,Victoria,1201,31.5,37.4, ,C43
1010,Incidence,Melanoma of the skin,2019.0,Females,Queensland,1845,63.8,73.9, ,C43
1011,Incidence,Melanoma of the skin,2019.0,Females,Western Australia,680,44.8,53.5, ,C43
1012,Incidence,Melanoma of the skin,2019.0,Females,South Australia,358,30.2,36.1, ,C43
1013,Incidence,Melanoma of the skin,2019.0,Females,Tasmania,188,55,61.7, ,C43
1014,Incidence,Melanoma of the skin,2019.0,Females,Australian Capital Territory,86,39.5,46.9, ,C43
1015,Incidence,Melanoma of the skin,2019.0,Females,Northern Territory,33,33.2,39.2, ,C43
1016,Incidence,Melanoma of the skin,2019.0,Females,Australia,6494,43.8,51.5, ,C43
1017,Incidence,Melanoma of the skin,2019.0,Persons,New South Wales,5078,54.1,65.6, ,C43
1018,Incidence,Melanoma of the skin,2019.0,Persons,Victoria,2832,38.3,46.7, ,C43
1019,Incidence,Melanoma of the skin,2019.0,Persons,Queensland,4447,77.7,92.7, ,C43
1020,Incidence,Melanoma of the skin,2019.0,Persons,Western Australia,1629,54.9,67.1, ,C43
1021,Incidence,Melanoma of the skin,2019.0,Persons,South Australia,904,39.5,48.3, ,C43
1022,Incidence,Melanoma of the skin,2019.0,Persons,Tasmania,412,60,69.4, ,C43
1023,Incidence,Melanoma of the skin,2019.0,Persons,Australian Capital Territory,205,50.1,61.2, ,C43
1024,Incidence,Melanoma of the skin,2019.0,Persons,Northern Territory,88,46.4,57, ,C43
1025,Incidence,Melanoma of the skin,2019.0,Persons,Australia,15628,53.8,65, ,C43
1026,Incidence,Non-melanoma skin cancer (rare types),2001.0,Males,New South Wales,145,5.1,6.8, ,C44
1027,Incidence,Non-melanoma skin cancer (rare types),2001.0,Males,Victoria,48,2.4,3.2, ,C44
1028,Incidence,Non-melanoma skin cancer (rare types),2001.0,Males,Queensland,55,3.8,5.2, ,C44
1029,Incidence,Non-melanoma skin cancer (rare types),2001.0,Males,Western Australia,52,6.5,8.2, ,C44
1030,Incidence,Non-melanoma skin cancer (rare types),2001.0,Males,South Australia,9,1.3,1.7, ,C44
1031,Incidence,Non-melanoma skin cancer (rare types),2001.0,Males,Tasmania,7,2.9,3.4, ,C44
1032,Incidence,Non-melanoma skin cancer (rare types),2001.0,Males,Australian Capital Territory,. .,. .,. ., ,C44
1033,Incidence,Non-melanoma skin cancer (rare types),2001.0,Males,Northern Territory,. .,. .,. ., ,C44
1034,Incidence,Non-melanoma skin cancer (rare types),2001.0,Males,Australia,322,3.9,5.2, ,C44
1035,Incidence,Non-melanoma skin cancer (rare types),2001.0,Females,New South Wales,68,1.8,2.3, ,C44
1036,Incidence,Non-melanoma skin cancer (rare types),2001.0,Females,Victoria,29,1,1.4, ,C44
1037,Incidence,Non-melanoma skin cancer (rare types),2001.0,Females,Queensland,36,1.9,2.7, ,C44
1038,Incidence,Non-melanoma skin cancer (rare types),2001.0,Females,Western Australia,30,3.1,4, ,C44
1039,Incidence,Non-melanoma skin cancer (rare types),2001.0,Females,South Australia,7,0.6,0.9, ,C44
1040,Incidence,Non-melanoma skin cancer (rare types),2001.0,Females,Tasmania,6,2.3,3, ,C44
1041,Incidence,Non-melanoma skin cancer (rare types),2001.0,Females,Australian Capital Territory,. .,. .,. ., ,C44
1042,Incidence,Non-melanoma skin cancer (rare types),2001.0,Females,Northern Territory,. .,. .,. ., ,C44
1043,Incidence,Non-melanoma skin cancer (rare types),2001.0,Females,Australia,180,1.6,2.2, ,C44
1044,Incidence,Non-melanoma skin cancer (rare types),2001.0,Persons,New South Wales,213,3.2,4.1, ,C44
1045,Incidence,Non-melanoma skin cancer (rare types),2001.0,Persons,Victoria,77,1.6,2.1, ,C44
1046,Incidence,Non-melanoma skin cancer (rare types),2001.0,Persons,Queensland,91,2.7,3.8, ,C44
1047,Incidence,Non-melanoma skin cancer (rare types),2001.0,Persons,Western Australia,82,4.7,6, ,C44
1048,Incidence,Non-melanoma skin cancer (rare types),2001.0,Persons,South Australia,16,0.9,1.2, ,C44
1049,Incidence,Non-melanoma skin cancer (rare types),2001.0,Persons,Tasmania,13,2.6,3.1, ,C44
1050,Incidence,Non-melanoma skin cancer (rare types),2001.0,Persons,Australian Capital Territory,. .,. .,. ., ,C44
1051,Incidence,Non-melanoma skin cancer (rare types),2001.0,Persons,Northern Territory,. .,. .,. ., ,C44
1052,Incidence,Non-melanoma skin cancer (rare types),2001.0,Persons,Australia,502,2.6,3.4, ,C44
1053,Incidence,Non-melanoma skin cancer (rare types),2002.0,Males,New South Wales,169,5.7,7.5, ,C44
1054,Incidence,Non-melanoma skin cancer (rare types),2002.0,Males,Victoria,43,2,2.7, ,C44
1055,Incidence,Non-melanoma skin cancer (rare types),2002.0,Males,Queensland,65,4.4,6, ,C44
1056,Incidence,Non-melanoma skin cancer (rare types),2002.0,Males,Western Australia,46,6.1,7.9, ,C44
1057,Incidence,Non-melanoma skin cancer (rare types),2002.0,Males,South Australia,11,1.4,1.9, ,C44
1058,Incidence,Non-melanoma skin cancer (rare types),2002.0,Males,Tasmania,5,2.4,2.9, ,C44
1059,Incidence,Non-melanoma skin cancer (rare types),2002.0,Males,Australian Capital Territory,. .,. .,. ., ,C44
1060,Incidence,Non-melanoma skin cancer (rare types),2002.0,Males,Northern Territory,. .,. .,. ., ,C44
1061,Incidence,Non-melanoma skin cancer (rare types),2002.0,Males,Australia,342,4,5.3, ,C44
1062,Incidence,Non-melanoma skin cancer (rare types),2002.0,Females,New South Wales,90,2.4,3.1, ,C44
1063,Incidence,Non-melanoma skin cancer (rare types),2002.0,Females,Victoria,35,1.2,1.6, ,C44
1064,Incidence,Non-melanoma skin cancer (rare types),2002.0,Females,Queensland,35,1.8,2.4, ,C44
1065,Incidence,Non-melanoma skin cancer (rare types),2002.0,Females,Western Australia,23,2.4,3.1, ,C44
1066,Incidence,Non-melanoma skin cancer (rare types),2002.0,Females,South Australia,3,n.p.,n.p., ,C44
1067,Incidence,Non-melanoma skin cancer (rare types),2002.0,Females,Tasmania,3,n.p.,n.p., ,C44
1068,Incidence,Non-melanoma skin cancer (rare types),2002.0,Females,Australian Capital Territory,. .,. .,. ., ,C44
1069,Incidence,Non-melanoma skin cancer (rare types),2002.0,Females,Northern Territory,. .,. .,. ., ,C44
1070,Incidence,Non-melanoma skin cancer (rare types),2002.0,Females,Australia,193,1.7,2.3, ,C44
1071,Incidence,Non-melanoma skin cancer (rare types),2002.0,Persons,New South Wales,259,3.8,4.9, ,C44
1072,Incidence,Non-melanoma skin cancer (rare types),2002.0,Persons,Victoria,78,1.5,2.1, ,C44
1073,Incidence,Non-melanoma skin cancer (rare types),2002.0,Persons,Queensland,100,2.9,3.9, ,C44
1074,Incidence,Non-melanoma skin cancer (rare types),2002.0,Persons,Western Australia,69,3.9,5, ,C44
1075,Incidence,Non-melanoma skin cancer (rare types),2002.0,Persons,South Australia,14,0.8,1.1, ,C44
1076,Incidence,Non-melanoma skin cancer (rare types),2002.0,Persons,Tasmania,8,1.6,1.9, ,C44
1077,Incidence,Non-melanoma skin cancer (rare types),2002.0,Persons,Australian Capital Territory,. .,. .,. ., ,C44
1078,Incidence,Non-melanoma skin cancer (rare types),2002.0,Persons,Northern Territory,. .,. .,. ., ,C44
1079,Incidence,Non-melanoma skin cancer (rare types),2002.0,Persons,Australia,535,2.7,3.5, ,C44
1080,Incidence,Non-melanoma skin cancer (rare types),2003.0,Males,New South Wales,157,5.1,6.6, ,C44
1081,Incidence,Non-melanoma skin cancer (rare types),2003.0,Males,Victoria,44,2,2.5, ,C44
1082,Incidence,Non-melanoma skin cancer (rare types),2003.0,Males,Queensland,55,3.4,4.5, ,C44
1083,Incidence,Non-melanoma skin cancer (rare types),2003.0,Males,Western Australia,47,5.6,7.4, ,C44
1084,Incidence,Non-melanoma skin cancer (rare types),2003.0,Males,South Australia,3,n.p.,n.p., ,C44
1085,Incidence,Non-melanoma skin cancer (rare types),2003.0,Males,Tasmania,2,n.p.,n.p., ,C44
1086,Incidence,Non-melanoma skin cancer (rare types),2003.0,Males,Australian Capital Territory,. .,. .,. ., ,C44
1087,Incidence,Non-melanoma skin cancer (rare types),2003.0,Males,Northern Territory,. .,. .,. ., ,C44
1088,Incidence,Non-melanoma skin cancer (rare types),2003.0,Males,Australia,317,3.6,4.6, ,C44
1089,Incidence,Non-melanoma skin cancer (rare types),2003.0,Females,New South Wales,106,2.7,3.4, ,C44
1090,Incidence,Non-melanoma skin cancer (rare types),2003.0,Females,Victoria,38,1.3,1.7, ,C44
1091,Incidence,Non-melanoma skin cancer (rare types),2003.0,Females,Queensland,24,1.2,1.6, ,C44
1092,Incidence,Non-melanoma skin cancer (rare types),2003.0,Females,Western Australia,32,3.1,3.9, ,C44
1093,Incidence,Non-melanoma skin cancer (rare types),2003.0,Females,South Australia,6,0.5,0.7, ,C44
1094,Incidence,Non-melanoma skin cancer (rare types),2003.0,Females,Tasmania,3,n.p.,n.p., ,C44
1095,Incidence,Non-melanoma skin cancer (rare types),2003.0,Females,Australian Capital Territory,. .,. .,. ., ,C44
1096,Incidence,Non-melanoma skin cancer (rare types),2003.0,Females,Northern Territory,. .,. .,. ., ,C44
1097,Incidence,Non-melanoma skin cancer (rare types),2003.0,Females,Australia,214,1.9,2.4, ,C44
1098,Incidence,Non-melanoma skin cancer (rare types),2003.0,Persons,New South Wales,263,3.8,4.9, ,C44
1099,Incidence,Non-melanoma skin cancer (rare types),2003.0,Persons,Victoria,82,1.6,2.1, ,C44
1100,Incidence,Non-melanoma skin cancer (rare types),2003.0,Persons,Queensland,79,2.2,2.8, ,C44
1101,Incidence,Non-melanoma skin cancer (rare types),2003.0,Persons,Western Australia,79,4.3,5.5, ,C44
1102,Incidence,Non-melanoma skin cancer (rare types),2003.0,Persons,South Australia,9,0.5,0.7, ,C44
1103,Incidence,Non-melanoma skin cancer (rare types),2003.0,Persons,Tasmania,5,0.9,1.3, ,C44
1104,Incidence,Non-melanoma skin cancer (rare types),2003.0,Persons,Australian Capital Territory,. .,. .,. ., ,C44
1105,Incidence,Non-melanoma skin cancer (rare types),2003.0,Persons,Northern Territory,. .,. .,. ., ,C44
1106,Incidence,Non-melanoma skin cancer (rare types),2003.0,Persons,Australia,531,2.6,3.4, ,C44
1107,Incidence,Non-melanoma skin cancer (rare types),2004.0,Males,New South Wales,165,5.4,7.2, ,C44
1108,Incidence,Non-melanoma skin cancer (rare types),2004.0,Males,Victoria,46,2.1,2.7, ,C44
1109,Incidence,Non-melanoma skin cancer (rare types),2004.0,Males,Queensland,74,4.7,6.4, ,C44
1110,Incidence,Non-melanoma skin cancer (rare types),2004.0,Males,Western Australia,53,6.4,8.4, ,C44
1111,Incidence,Non-melanoma skin cancer (rare types),2004.0,Males,South Australia,12,1.5,2, ,C44
1112,Incidence,Non-melanoma skin cancer (rare types),2004.0,Males,Tasmania,11,4.3,5.6, ,C44
1113,Incidence,Non-melanoma skin cancer (rare types),2004.0,Males,Australian Capital Territory,. .,. .,. ., ,C44
1114,Incidence,Non-melanoma skin cancer (rare types),2004.0,Males,Northern Territory,. .,. .,. ., ,C44
1115,Incidence,Non-melanoma skin cancer (rare types),2004.0,Males,Australia,367,4.1,5.5, ,C44
1116,Incidence,Non-melanoma skin cancer (rare types),2004.0,Females,New South Wales,93,2.2,2.9, ,C44
1117,Incidence,Non-melanoma skin cancer (rare types),2004.0,Females,Victoria,28,1,1.3, ,C44
1118,Incidence,Non-melanoma skin cancer (rare types),2004.0,Females,Queensland,31,1.5,2, ,C44
1119,Incidence,Non-melanoma skin cancer (rare types),2004.0,Females,Western Australia,34,3.3,4.1, ,C44
1120,Incidence,Non-melanoma skin cancer (rare types),2004.0,Females,South Australia,8,0.7,1.1, ,C44
1121,Incidence,Non-melanoma skin cancer (rare types),2004.0,Females,Tasmania,1,n.p.,n.p., ,C44
1122,Incidence,Non-melanoma skin cancer (rare types),2004.0,Females,Australian Capital Territory,. .,. .,. ., ,C44
1123,Incidence,Non-melanoma skin cancer (rare types),2004.0,Females,Northern Territory,. .,. .,. ., ,C44
1124,Incidence,Non-melanoma skin cancer (rare types),2004.0,Females,Australia,197,1.7,2.2, ,C44
1125,Incidence,Non-melanoma skin cancer (rare types),2004.0,Persons,New South Wales,258,3.6,4.8, ,C44
1126,Incidence,Non-melanoma skin cancer (rare types),2004.0,Persons,Victoria,74,1.4,1.8, ,C44
1127,Incidence,Non-melanoma skin cancer (rare types),2004.0,Persons,Queensland,105,2.8,3.8, ,C44
1128,Incidence,Non-melanoma skin cancer (rare types),2004.0,Persons,Western Australia,87,4.6,5.9, ,C44
1129,Incidence,Non-melanoma skin cancer (rare types),2004.0,Persons,South Australia,20,1.1,1.5, ,C44
1130,Incidence,Non-melanoma skin cancer (rare types),2004.0,Persons,Tasmania,12,2.1,2.9, ,C44
1131,Incidence,Non-melanoma skin cancer (rare types),2004.0,Persons,Australian Capital Territory,. .,. .,. ., ,C44
1132,Incidence,Non-melanoma skin cancer (rare types),2004.0,Persons,Northern Territory,. .,. .,. ., ,C44
1133,Incidence,Non-melanoma skin cancer (rare types),2004.0,Persons,Australia,564,2.7,3.6, ,C44
1134,Incidence,Non-melanoma skin cancer (rare types),2005.0,Males,New South Wales,189,6,8.1, ,C44
1135,Incidence,Non-melanoma skin cancer (rare types),2005.0,Males,Victoria,39,1.7,2.2, ,C44
1136,Incidence,Non-melanoma skin cancer (rare types),2005.0,Males,Queensland,66,4,5.5, ,C44
1137,Incidence,Non-melanoma skin cancer (rare types),2005.0,Males,Western Australia,40,4.6,5.9, ,C44
1138,Incidence,Non-melanoma skin cancer (rare types),2005.0,Males,South Australia,11,1.4,2.1, ,C44
1139,Incidence,Non-melanoma skin cancer (rare types),2005.0,Males,Tasmania,7,3,3.7, ,C44
1140,Incidence,Non-melanoma skin cancer (rare types),2005.0,Males,Australian Capital Territory,5,4.6,5.7, ,C44
1141,Incidence,Non-melanoma skin cancer (rare types),2005.0,Males,Northern Territory,0,0,0, ,C44
1142,Incidence,Non-melanoma skin cancer (rare types),2005.0,Males,Australia,355,3.9,5.2, ,C44
1143,Incidence,Non-melanoma skin cancer (rare types),2005.0,Females,New South Wales,104,2.5,3.3, ,C44
1144,Incidence,Non-melanoma skin cancer (rare types),2005.0,Females,Victoria,33,1.1,1.4, ,C44
1145,Incidence,Non-melanoma skin cancer (rare types),2005.0,Females,Queensland,37,1.8,2.4, ,C44
1146,Incidence,Non-melanoma skin cancer (rare types),2005.0,Females,Western Australia,22,2,2.6, ,C44
1147,Incidence,Non-melanoma skin cancer (rare types),2005.0,Females,South Australia,11,1,1.3, ,C44
1148,Incidence,Non-melanoma skin cancer (rare types),2005.0,Females,Tasmania,8,2.7,3.4, ,C44
1149,Incidence,Non-melanoma skin cancer (rare types),2005.0,Females,Australian Capital Territory,3,n.p.,n.p., ,C44
1150,Incidence,Non-melanoma skin cancer (rare types),2005.0,Females,Northern Territory,0,0,0, ,C44
1151,Incidence,Non-melanoma skin cancer (rare types),2005.0,Females,Australia,217,1.8,2.4, ,C44
1152,Incidence,Non-melanoma skin cancer (rare types),2005.0,Persons,New South Wales,293,4,5.3, ,C44
1153,Incidence,Non-melanoma skin cancer (rare types),2005.0,Persons,Victoria,72,1.3,1.7, ,C44
1154,Incidence,Non-melanoma skin cancer (rare types),2005.0,Persons,Queensland,103,2.7,3.6, ,C44
1155,Incidence,Non-melanoma skin cancer (rare types),2005.0,Persons,Western Australia,62,3.2,4.2, ,C44
1156,Incidence,Non-melanoma skin cancer (rare types),2005.0,Persons,South Australia,22,1.2,1.6, ,C44
1157,Incidence,Non-melanoma skin cancer (rare types),2005.0,Persons,Tasmania,15,2.8,3.5, ,C44
1158,Incidence,Non-melanoma skin cancer (rare types),2005.0,Persons,Australian Capital Territory,9,3.3,4.2, ,C44
1159,Incidence,Non-melanoma skin cancer (rare types),2005.0,Persons,Northern Territory,0,0,0, ,C44
1160,Incidence,Non-melanoma skin cancer (rare types),2005.0,Persons,Australia,572,2.7,3.6, ,C44
1161,Incidence,Non-melanoma skin cancer (rare types),2006.0,Males,New South Wales,181,5.7,7.5, ,C44
1162,Incidence,Non-melanoma skin cancer (rare types),2006.0,Males,Victoria,44,1.8,2.5, ,C44
1163,Incidence,Non-melanoma skin cancer (rare types),2006.0,Males,Queensland,65,3.6,4.8, ,C44
1164,Incidence,Non-melanoma skin cancer (rare types),2006.0,Males,Western Australia,57,6.6,8.9, ,C44
1165,Incidence,Non-melanoma skin cancer (rare types),2006.0,Males,South Australia,17,2,2.8, ,C44
1166,Incidence,Non-melanoma skin cancer (rare types),2006.0,Males,Tasmania,10,4.1,5.5, ,C44
1167,Incidence,Non-melanoma skin cancer (rare types),2006.0,Males,Australian Capital Territory,5,4.3,5.6, ,C44
1168,Incidence,Non-melanoma skin cancer (rare types),2006.0,Males,Northern Territory,0,0,0, ,C44
1169,Incidence,Non-melanoma skin cancer (rare types),2006.0,Males,Australia,379,4,5.4, ,C44
1170,Incidence,Non-melanoma skin cancer (rare types),2006.0,Females,New South Wales,119,2.8,3.6, ,C44
1171,Incidence,Non-melanoma skin cancer (rare types),2006.0,Females,Victoria,23,0.7,1, ,C44
1172,Incidence,Non-melanoma skin cancer (rare types),2006.0,Females,Queensland,40,1.9,2.5, ,C44
